Bife de pvt|PTS|grelhado/refogado|Marrom/Bege||
Bifinho de grão de bico ao molho de cebola|leguminosa|grelhado/refogado|Marrom/Bege|Sulfuroso|Regional
Bobó de pvt|PTS|ao molho gorduroso|Amarelo/Laranja||
Bolinho assado de pvt|PTS|assado|Marrom/Bege||
Bolinho de grão de bico|leguminosa|frito|Marrom/Bege||Regional
Bolinho de pts com ervilha (contém glúten)|PTS|frito|Misto|Sulfuroso|
Bolinho de pts com ervilha (glúten)|PTS|frito|Misto|Sulfuroso|
Bolinho de soja|soja|frito|Marrom/Bege||
Bolinho grão de bico|leguminosa|frito|Marrom/Bege||Regional
Bolo de pvt|PTS|assado|Marrom/Bege||
Bolo de pvt (proteína texturizada de soja)|PTS|assado|Marrom/Bege||
Bolo de pvt com cenoura legumes sautê|PTS|assado|Misto||
Canelloni de pvt|massa/torta|cozido|Misto||
Canelone de pvt|massa/torta|cozido|Misto||
Canelone de pvt com ricota e escarola|massa/torta|cozido|Misto||
Cassolet vegetariano|leguminosa|cozido|Misto||Regional
Cassoule vegetariano|leguminosa|cozido|Misto||Regional
Cassoulé vegetariano|leguminosa|cozido|Misto||Regional
Cassoulet|leguminosa|cozido|Misto||Regional
Cassoulet de feijão branco|leguminosa|cozido|Misto||Regional
Cassoulet feijão branco|leguminosa|cozido|Misto||Regional
Cassoulet vegetariano|leguminosa|cozido|Misto||Regional
Casssoulet vegetariano|leguminosa|cozido|Misto||Regional
Charuto de grão de bico|leguminosa|cozido|Misto|Sulfuroso|Regional
Charuto de pvt|PTS|cozido|Misto|Sulfuroso|
Charuto de repolho com pvt|PTS|cozido|Misto|Sulfuroso|Regional
Chili vegetariano|leguminosa|cozido|Marrom/Bege||
Chilli beans|leguminosa|cozido|Marrom/Bege||
Chilli vegetariano|leguminosa|cozido|Marrom/Bege||
Cozido de feijão branco com espinafre|leguminosa|cozido|Misto||Regional
Cozido de lentilha com legumes|leguminosa|cozido|Misto|Sulfuroso|
Cozido feijão branco com legumes|leguminosa|cozido|Misto||Regional
Croquete de pvt|PTS|frito|Marrom/Bege||
Cubos de pvt à chinesa|PTS|grelhado/refogado|Misto|Sulfuroso|
Cubos de pvt c/ batata|PTS|cozido|Misto||
Curry de lentilha|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Curry de soja|soja|cozido|Marrom/Bege||
Duo de feijões ao vinagrete|leguminosa|cozido|Misto|Sulfuroso|
Escondidinho de de pvt|PTS|assado|Misto||
Escondidinho de feijão branco|leguminosa|assado|Marrom/Bege||Regional
Escondidinho de grãos|leguminosa|assado|Misto||
Escondidinho de pts|PTS|assado|Misto||
Escondidinho de pts com berinjela (lactose)|PTS|assado|Misto||Regional
Escondidinho de pts com legumes|PTS|assado|Misto||
Escondidinho de pvt|PTS|assado|Misto||
Estrogonofe|PTS|ao molho gorduroso|Amarelo/Laranja||
Estrogonofe de pts|PTS|ao molho gorduroso|Amarelo/Laranja||
Estrogonofe de pvt|PTS|ao molho gorduroso|Amarelo/Laranja||
Estrogonofe de pvt (proteína texturizada de soja)|PTS|ao molho gorduroso|Amarelo/Laranja||
Estrogonofe vegetariano|PTS|ao molho gorduroso|Amarelo/Laranja||
Falafel|leguminosa|frito|Misto||Regional
Feijão branco acebolado|leguminosa|cozido|Marrom/Bege|Sulfuroso|Regional
Feijão branco ao molho|leguminosa|cozido|Marrom/Bege||Regional
Feijão branco com azeitonas|leguminosa|cozido|Marrom/Bege||Regional
Feijão branco com legumes|leguminosa|assado|Misto||Regional
Feijão branco com pimentões|leguminosa|assado|Marrom/Bege||Regional
Feijão branco com vinagrete|leguminosa|cozido|Misto|Sulfuroso|Regional
Feijão fradinho|leguminosa|cozido|Marrom/Bege||
Feijão fradinho acebolado|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Feijão fradinho ao alho|leguminosa|cozido|Marrom/Bege||
Feijão fradinho ao molho de ervas|leguminosa|ao molho leve|Misto||
Feijão fradinho ao molho de laranja|leguminosa|ao molho leve|Misto||Regional
Feijão fradinho ao molho de mostarda|leguminosa|cozido|Misto||
Feijão fradinho ao vinagrete|leguminosa|cozido|Misto|Sulfuroso|
Feijão fradinho com brócolis|leguminosa|cozido|Misto|Sulfuroso|
Feijão fradinho com legumes|leguminosa|cozido|Misto||
Feijão fradinho na salsa|leguminosa|cozido|Marrom/Bege||
Feijoada de couve|leguminosa|cozido|Misto|Sulfuroso|Regional
Feijoada de legumes|leguminosa|cozido|Misto||
Feijoada de pvt|leguminosa|cozido|Marrom/Bege||
Feijoada vegetariana|leguminosa|cozido|Roxo/preto||
Feijoada vegetariano|leguminosa|cozido|Roxo/preto||
Fricassê de grão de bico|leguminosa|ao molho gorduroso|Amarelo/Laranja|Sulfuroso|Regional
Fricassê de pts|PTS|ao molho gorduroso|Misto||
Fricasse de pvt|PTS|ao molho gorduroso|Misto||
Fricassé de pvt|PTS|ao molho gorduroso|Misto||
Fricassê de pvt|PTS|ao molho gorduroso|Misto||
Goulash de ptn|PTS|cozido|Misto||
Goulash vegetariano|PTS|cozido|Misto||Regional
Grão de bico|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico a indiana|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico à indiana|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico a moda indiana|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico acebolada|leguminosa|cozido|Marrom/Bege|Sulfuroso|Regional
Grão de bico acebolado|leguminosa|cozido|Marrom/Bege|Sulfuroso|Regional
Grão de bico agridoce|leguminosa|cozido|Misto||Regional
Grão de bico ao molho de ervas|leguminosa|ao molho leve|Misto||Regional
Grão de bico ao molho de mostarda|leguminosa|ao molho leve|Marrom/Bege||Regional
Grão de bico ao molho de queijos|leguminosa|ao molho gorduroso|Marrom/Bege||Regional
Grão de bico ao molho inglês|leguminosa|ao molho leve|Marrom/Bege||Regional
Grão de bico ao molho italiano|leguminosa|ao molho leve|Misto||Regional
Grão de bico ao shoyo acebolado|leguminosa|ao molho leve|Marrom/Bege|Sulfuroso|Regional
Grão de bico ao sugo|leguminosa|ao molho leve|Misto||Regional
Grão de bico ao tomateli|leguminosa|ao molho leve|Misto||Regional
Grão de bico ao tomatelli|leguminosa|ao molho leve|Misto||Regional
Grão de bico ao vinagrete|leguminosa|ao molho leve|Misto|Sulfuroso|Regional
Grão de bico caipira|leguminosa|cozido|Misto||Regional
Grão de bico cebola e pimentão|leguminosa|cozido|Misto|Sulfuroso|Regional
Grão de bico com azeitonas|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico com brócolis|leguminosa|cozido|Misto|Sulfuroso|Regional
Grão de bico com espinafre|leguminosa|cozido|Misto||Regional
Grão de bico com legumes|leguminosa|cozido|Misto||Regional
Grão de bico com milho e ervilha|leguminosa|cozido|Misto|Sulfuroso|Regional
Grão de bico com pvt|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico com tomate e manjericão|leguminosa|cozido|Misto||Regional
Grão de bico gratinado|leguminosa|assado|Marrom/Bege||Regional
Grão de bico louco|leguminosa|cozido|Marrom/Bege||Regional
Grão de bico refogado|leguminosa|grelhado/refogado|Marrom/Bege||Regional
Grão de bico xadrez|leguminosa|grelhado/refogado|Misto||Regional
Grão-de-bico|leguminosa|cozido|Marrom/Bege||Regional
Grão-de-bico à grega|leguminosa|cozido|Misto|Sulfuroso|Regional
Grão-de-bico à indiana|leguminosa|ao molho leve|Marrom/Bege||Regional
Grão-de-bico à moda indiana|leguminosa|cozido|Marrom/Bege||Regional
Grão-de-bico à primavera|leguminosa|cozido|Misto|Sulfuroso|Regional
Grão-de-bico com azeitonas|leguminosa|cozido|Marrom/Bege||Regional
Grão-de-bico com cenoura ralada e salsa|leguminosa|cozido|Marrom/Bege||Regional
Grão-de-bico com legumes|leguminosa|cozido|Misto||Regional
Grão-de-bico com molho de pvt|leguminosa|ao molho leve|Marrom/Bege||Regional
Grão-de-bico com pvt|leguminosa|cozido|Marrom/Bege||Regional
Grão-de-bico com vagem|leguminosa|cozido|Misto||Regional
Guisado de pts|PTS|cozido|Marrom/Bege||
Guisado de pvt|PTS|cozido|Marrom/Bege||
Hambúrguer à pizzaiolo|PTS|assado|Misto||
Hambúrguer ao molho madeira|PTS|ao molho leve|Marrom/Bege||
Hambúrguer de feijão fradinho|leguminosa|assado|Marrom/Bege||
Hambúrguer de grão de bico|leguminosa|assado|Marrom/Bege||Regional
Hambúrguer de grãos|leguminosa|assado|Marrom/Bege||
Hamburguer de lentilha|leguminosa|assado|Marrom/Bege|Sulfuroso|
Hambúrguer de lentilha|leguminosa|assado|Marrom/Bege|Sulfuroso|
Hambúrguer de lentilha (contém glúten)|leguminosa|assado|Marrom/Bege|Sulfuroso|
Hamburguer de lentilha (glúten)|leguminosa|assado|Marrom/Bege|Sulfuroso|
Hambúrguer de lentilha (glúten)|leguminosa|assado|Marrom/Bege|Sulfuroso|
Hambúrguer de lentilha com molho roti|leguminosa|ao molho leve|Marrom/Bege|Sulfuroso|
Hambúrguer de lentilha com molho roty|leguminosa|ao molho leve|Marrom/Bege|Sulfuroso|
Hambúrguer de pts|PTS|assado|Marrom/Bege||
Hambúrguer de pts (contem glúten)|PTS|assado|Marrom/Bege||
Hambúrguer de pts (contém glúten)|PTS|assado|Marrom/Bege||
Hamburguer de pts (glúten)|PTS|assado|Marrom/Bege||
Hambúrguer de pts (glúten)|PTS|assado|Marrom/Bege||
Hambúrguer de pts à pizzaiolo (contém glúten)|PTS|ao molho leve|Misto||
Hambúrguer de pts à pizzaiolo (glúten)|PTS|ao molho leve|Misto||
Hambúrguer de pts ao m. sugo|PTS|ao molho leve|Misto||
Hambúrguer de pvt|PTS|assado|Marrom/Bege||
Hambúrguer de pvt à napolitana|PTS|grelhado/refogado|Misto||
Hambúrguer de pvt à napolitano|PTS|grelhado/refogado|Misto||
Hambúrguer de pvt a pizzaiolo|PTS|ao molho leve|Misto||
Hambúrguer de pvt à pizzaiolo|PTS|ao molho leve|Misto||
Hambúrguer de pvt ao sugo|PTS|ao molho leve|Misto||
Hambúrguer de pvt com molho de alho|PTS|ao molho leve|Misto||
Hambúrguer de pvt com molho de tomates|PTS|ao molho leve|Misto||
Hambúrguer de pvt com queijo|PTS|assado|Misto||
Hambúrguer de soja|soja|assado|Marrom/Bege||
Hamburguer de soja (contém glúten)|soja|assado|Marrom/Bege||
Hambúrguer de soja com molho napolitano|soja|grelhado/refogado|Misto||
Hambúrguer grão de bico|leguminosa|assado|Marrom/Bege||Regional
Hambúrguer pts pizzaiolo (contém lactose)|PTS|ao molho leve|Misto||
Hambúrguer pvt com molho vinagrete|PTS|ao molho leve|Misto|Sulfuroso|
Hambúrguer vegetariano|PTS|assado|Marrom/Bege||
Harmbúrguer de pts|PTS|assado|Marrom/Bege||
Jardineira de legumes com pvt|PTS|cozido|Misto||
Jardineira de pvt|PTS|cozido|Misto||
Jardineira de soja|soja|cozido|Misto||
Kafta de pvt|PTS|grelhado/refogado|Marrom/Bege||
Kibe de pts|PTS|assado|Marrom/Bege||
Kibe de pvt|PTS|assado|Marrom/Bege||
Lasanha de berinjela com pvt|PTS|assado|Misto||Regional
Lasanha de pvt|PTS|assado|Misto||
Lasanha de pvt (proteína texturizada de soja)|PTS|assado|Misto||
Lasanha de queijo c/ pvt|PTS|assado|Amarelo/Laranja||
Legumes com feijão branco|leguminosa|assado|Misto||Regional
Lentilha à moda caipira|leguminosa|cozido|Misto|Sulfuroso|
Lentilha à oriental|leguminosa|grelhado/refogado|Marrom/Bege|Sulfuroso|
Lentilha à vinagrete|leguminosa|cozido|Misto|Sulfuroso|
Lentilha acebolada|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Lentilha acebolada ao shoyo|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Lentilha acebolado ao shoyo|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Lentilha ao molho sugo|leguminosa|ao molho leve|Misto|Sulfuroso|
Lentilha ao sugo|leguminosa|ao molho leve|Misto|Sulfuroso|
Lentilha ao vinagrete|leguminosa|cozido|Misto|Sulfuroso|
Lentilha com couve|leguminosa|cozido|Misto|Sulfuroso|Regional
Lentilha com legumes|leguminosa|cozido|Misto|Sulfuroso|
Lentilha com ricota|leguminosa|cozido|Misto|Sulfuroso|
Lentilha gratinada|leguminosa|assado|Misto|Sulfuroso|
Lentilha louca|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Lentilha refogada|leguminosa|grelhado/refogado|Marrom/Bege|Sulfuroso|
Lentilha sortida|leguminosa|cozido|Marrom/Bege|Sulfuroso|
Macarrão à bolonhesa de pvt|massa/torta|cozido|Misto||
Macarrão com bolonhesa de pvt|massa/torta|cozido|Misto||
Macarrão com molho de pvt|massa/torta|cozido|Misto||
Macarrão com pvt e tomate-cereja|massa/torta|cozido|Misto||
Macarrão gratinado com pvt|massa/torta|cozido|Misto||
Madalena de pts|PTS|assado|Misto||
Molho bolonhesa de carne de soja|PTS|ao molho leve|Misto||
Moussaka de lentilha|leguminosa|ao molho leve|Misto|Sulfuroso|Regional
Moussaka de pvt|PTS|ao molho leve|Misto||Regional
Opção cassoulet vegetariano|leguminosa|cozido|Misto||Regional
Opção: almôndega de pvt|PTS|ao molho leve|Marrom/Bege||
Opção: hambúrguer de pvt|PTS|grelhado/refogado|Marrom/Bege||
Opção: lasanha de pvt|PTS|assado|Misto||
Opção: pvt com couve flor|PTS|grelhado/refogado|Misto|Sulfuroso|
Opção: pvt com pimentão|PTS|grelhado/refogado|Misto||Regional
Opção: pvt rica|PTS|grelhado/refogado|Misto||
Picadinho de soja à primavera|soja|grelhado/refogado|Misto||
Pimentão recheado c/ pvt|PTS|cozido|Misto||Regional
Pimentão recheado com pvt|PTS|cozido|Misto||Regional
Polpetone vegetariano com molho roti|PTS|ao molho leve|Marrom/Bege||
Proteína de soja ao sugo|PTS|ao molho leve|Misto||
Ptn ao molho sugo|PTS|ao molho leve|Misto||
Pts à moda caipira|PTS|grelhado/refogado|Misto||
Pts à oriental|PTS|grelhado/refogado|Misto|Sulfuroso|
Pts acebolada|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|
Pts agridoce|PTS|grelhado/refogado|Marrom/Bege||
Pts ao molho|PTS|ao molho leve|Misto||
Pts ao molho madeira|PTS|ao molho leve|Marrom/Bege||
Pts ao pomodoro|PTS|ao molho leve|Misto||
Pts ao sugo|PTS|ao molho leve|Misto||
Pts com abacaxi|PTS|grelhado/refogado|Misto||Regional
Pts com abóbora|PTS|grelhado/refogado|Misto||
Pts com batata|PTS|grelhado/refogado|Misto||
Pts com cenoura|PTS|grelhado/refogado|Misto||
Pts com couve flor e brócolis|PTS|grelhado/refogado|Misto|Sulfuroso|
Pts com legumes|PTS|grelhado/refogado|Misto||
Pts com mandioca|PTS|grelhado/refogado|Misto||Regional
Pts com tomate|PTS|grelhado/refogado|Misto||
Pts escabelada|PTS|grelhado/refogado|Misto||
Pts louca|PTS|grelhado/refogado|Marrom/Bege||
Pts refogada|PTS|grelhado/refogado|Marrom/Bege||
Pts refogado|PTS|grelhado/refogado|Marrom/Bege||
Pts xadrez|PTS|grelhado/refogado|Misto||
Puchero|leguminosa|cozido|Misto||Regional
Puchero à vegetariana|leguminosa|cozido|Misto||Regional
Puchero de legumes|leguminosa|cozido|Misto||Regional
Puchero de legumes ao curry|leguminosa|cozido|Misto||Regional
Puchero de legumes com feijão|leguminosa|cozido|Misto||Regional
Puchero vegetariano|leguminosa|cozido|Misto||Regional
Putchero vegetariano|leguminosa|cozido|Misto||Regional
Pvt (proteína texturizada de soja) ao molho de azeitonas|PTS|ao molho leve|Marrom/Bege||
Pvt (proteína texturizada de soja) ao molho de queijo e mostarda|PTS|ao molho gorduroso|Misto||
Pvt (proteína texturizada de soja) ao shoyu|PTS|grelhado/refogado|Marrom/Bege||
Pvt (proteína texturizada de soja) ao sugo|PTS|ao molho leve|Misto||
Pvt (proteína texturizada de soja) ao tomatelli|PTS|ao molho leve|Misto||
Pvt (proteína texturizada de soja) com azeitona e ervilha|PTS|grelhado/refogado|Marrom/Bege||
Pvt (proteína texturizada de soja) com milho|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|Regional
Pvt (proteína texturizada de soja) oriental|PTS|ao molho leve|Misto|Sulfuroso|
Pvt (proteína texturizada de soja) refogada|PTS|ao molho leve|Marrom/Bege||
Pvt (proteína texturizada de soja) xadrez|PTS|grelhado/refogado|Misto||
Pvt à baiana|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|
Pvt à brasileira|PTS|grelhado/refogado|Misto||
Pvt à caçadora|PTS|grelhado/refogado|Marrom/Bege||
Pvt à caipira|PTS|grelhado/refogado|Misto||
Pvt à califórnia|PTS|grelhado/refogado|Marrom/Bege||
Pvt à chinesa|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt à cigana|PTS|grelhado/refogado|Marrom/Bege||
Pvt à escabeche|PTS||Misto||
Pvt à espanhola|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt à fazendinha|PTS|grelhado/refogado|Misto||
Pvt à havaiana|PTS|grelhado/refogado|Misto||
Pvt à madalena|PTS|grelhado/refogado|Misto||
Pvt à margarida|PTS|grelhado/refogado|Misto||
Pvt à marguerita|PTS|grelhado/refogado|Misto||
Pvt à napolitana|PTS|grelhado/refogado|Misto||
Pvt à pizzaiollo|PTS|ao molho leve|Misto||
Pvt a pizzaiolo|PTS|ao molho leve|Misto||
Pvt á pizzaiolo|PTS|ao molho leve|Misto||
Pvt à pizzaiolo|PTS|ao molho leve|Misto||
Pvt à portuguesa|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt à primavera|PTS|ao molho leve|Misto||
Pvt à vinagrete|PTS|ao molho leve|Misto|Sulfuroso|
Pvt acebolado|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|
Pvt agridoce|PTS|grelhado/refogado|Marrom/Bege||
Pvt agridoce com abacaxi|PTS|grelhado/refogado|Misto||Regional
Pvt alemão|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|
Pvt ao molho com cebola e azeitonas|PTS|ao molho leve|Marrom/Bege|Sulfuroso|
Pvt ao molho de azeitona|PTS|ao molho leve|Marrom/Bege||
Pvt ao molho de cebola|PTS|ao molho leve|Marrom/Bege|Sulfuroso|
Pvt ao molho de mostarda e queijo|PTS|ao molho gorduroso|Misto||
Pvt ao pizzaiolo|PTS|grelhado/refogado|Misto||
Pvt ao shoyo acebolado|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|
Pvt ao shoyo e orégano|PTS|grelhado/refogado|Marrom/Bege||
Pvt ao sugo|PTS|ao molho leve|Misto||
Pvt ao tomatelli|PTS|ao molho leve|Misto||
Pvt ao vinagrete|PTS|ao molho leve|Misto|Sulfuroso|
Pvt assado ao sugo|PTS|ao molho leve|Misto||
Pvt c/ azeitona e ervilha|PTS|grelhado/refogado|Marrom/Bege|Sulfuroso|
Pvt c/ mandioquinha|PTS|grelhado/refogado|Misto||Regional
Pvt c/ milho e ervilha|PTS|grelhado/refogado|Misto|Sulfuroso|Regional
Pvt caipira|PTS|grelhado/refogado|Misto||
Pvt colorido|PTS|grelhado/refogado|Misto||
Pvt com abóbora|PTS|grelhado/refogado|Misto||
Pvt com abobrinha|PTS|grelhado/refogado|Misto||Regional
Pvt com abóbrinha|PTS|grelhado/refogado|Misto||Regional
Pvt com alho poró|PTS|grelhado/refogado|Marrom/Bege||
Pvt com alho poró e cogumelos|PTS|grelhado/refogado|Misto||
Pvt com alho-poró|PTS|grelhado/refogado|Marrom/Bege||
Pvt com alho-poró e cogumelos|PTS|grelhado/refogado|Misto||
Pvt com ameixa|PTS|grelhado/refogado|Marrom/Bege||
Pvt com azeitona|PTS|grelhado/refogado|Marrom/Bege||
Pvt com azeitonas|PTS|grelhado/refogado|Marrom/Bege||
Pvt com azeitonas e alho-poró|PTS|grelhado/refogado|Marrom/Bege||
Pvt com batata|PTS|grelhado/refogado|Misto||
Pvt com batata e ervilhas|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt com batata-doce|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt com berinjela|PTS|grelhado/refogado|Marrom/Bege||Regional
Pvt com berinjela e azeitonas|PTS|grelhado/refogado|Marrom/Bege||Regional
Pvt com beterraba|PTS|grelhado/refogado|Misto||
Pvt com brócolis|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt com brócolis e couve-flor|PTS|grelhado/refogado|Misto|Sulfuroso|
Pvt com canjiquinha|PTS|grelhado/refogado|Misto||Regional
Pvt com cenoura|PTS|grelhado/refogado|Misto||
Pvt com cenoura e alho poró|PTS|grelhado/refogado|Misto||
Pvt com cenoura e espinafre|PTS|grelhado/refogado|Misto||Regional
Pvt com cenoura e milho|PTS|grelhado/refogado|Misto|Sulfuroso|Regional
Pvt com cenoura e vagem|PTS|grelhado/refogado|Misto||Regional
Pvt com cenoura ralada|PTS|grelhado/refogado|Misto||
Pvt com champignon|PTS|grelhado/refogado|Marrom/Bege||
Pvt com chuchu|PTS|grelhado/refogado|Misto||Regional
Pvt com chuchu e espinafre|PTS|grelhado/refogado|Misto||Regional
Pvt com cogumelo|PTS|grelhado/refogado|Marrom/Bege||
